ano,nivel,territorio,territorio_codigo,categoria,subcategoria,classe,preco,unidade
2009,Municipio,Alvorada do Sul,,Roxa,Inaproveitáveis,,4100.0,R$/ha
2010,Municipio,Alvorada do Sul,,Roxa,Inaproveitáveis,,4100.0,R$/ha
2011,Municipio,Alvorada do Sul,,Roxa,Inaproveitáveis,,4100.0,R$/ha
2012,Municipio,Alvorada do Sul,,Roxa,Inaproveitáveis,,4100.0,R$/ha
2013,Municipio,Alvorada do Sul,,Roxa,Inaproveitáveis,,4400.0,R$/ha
2014,Municipio,Alvorada do Sul,,Roxa,Inaproveitáveis,,7750.0,R$/ha
2015,Municipio,Alvorada do Sul,,Roxa,Inaproveitáveis,,8780.0,R$/ha
2007,Municipio,Alvorada do Sul,,Mista,Mecanizada,,8060.0,R$/ha
2008,Municipio,Alvorada do Sul,,Mista,Mecanizada,,8060.0,R$/ha
2009,Municipio,Alvorada do Sul,,Mista,Mecanizada,,10080.0,R$/ha
2010,Municipio,Alvorada do Sul,,Mista,Mecanizada,,10080.0,R$/ha
2011,Municipio,Alvorada do Sul,,Mista,Mecanizada,,11960.0,R$/ha
2012,Municipio,Alvorada do Sul,,Mista,Mecanizada,,12800.0,R$/ha
2013,Municipio,Alvorada do Sul,,Mista,Mecanizada,,13800.0,R$/ha
2014,Municipio,Alvorada do Sul,,Mista,Mecanizada,,24800.0,R$/ha
2015,Municipio,Alvorada do Sul,,Mista,Mecanizada,,28096.0,R$/ha
2007,Municipio,Alvorada do Sul,,Mista,Mecanizável,,7315.0,R$/ha
2008,Municipio,Alvorada do Sul,,Mista,Mecanizável,,7315.0,R$/ha
2009,Municipio,Alvorada do Sul,,Mista,Mecanizável,,8020.0,R$/ha
2010,Municipio,Alvorada do Sul,,Mista,Mecanizável,,8020.0,R$/ha
2011,Municipio,Alvorada do Sul,,Mista,Mecanizável,,9500.0,R$/ha
2012,Municipio,Alvorada do Sul,,Mista,Mecanizável,,10890.0,R$/ha
2013,Municipio,Alvorada do Sul,,Mista,Mecanizável,,11700.0,R$/ha
2014,Municipio,Alvorada do Sul,,Mista,Mecanizável,,18600.0,R$/ha
2015,Municipio,Alvorada do Sul,,Mista,Mecanizável,,21072.0,R$/ha
2007,Municipio,Alvorada do Sul,,Mista,Não Mecanizável,,4959.0,R$/ha
2008,Municipio,Alvorada do Sul,,Mista,Não Mecanizável,,4959.0,R$/ha
2009,Municipio,Alvorada do Sul,,Mista,Não Mecanizável,,4959.0,R$/ha
2010,Municipio,Alvorada do Sul,,Mista,Não Mecanizável,,4959.0,R$/ha
2011,Municipio,Alvorada do Sul,,Mista,Não Mecanizável,,5880.0,R$/ha
2012,Municipio,Alvorada do Sul,,Mista,Não Mecanizável,,5880.0,R$/ha
2013,Municipio,Alvorada do Sul,,Mista,Não Mecanizável,,6300.0,R$/ha
2014,Municipio,Alvorada do Sul,,Mista,Não Mecanizável,,11160.0,R$/ha
2015,Municipio,Alvorada do Sul,,Mista,Não Mecanizável,,14048.0,R$/ha
2007,Municipio,Alvorada do Sul,,Mista,Inaproveitáveis,,4133.0,R$/ha
2008,Municipio,Alvorada do Sul,,Mista,Inaproveitáveis,,4133.0,R$/ha
2009,Municipio,Alvorada do Sul,,Mista,Inaproveitáveis,,4100.0,R$/ha
2010,Municipio,Alvorada do Sul,,Mista,Inaproveitáveis,,4100.0,R$/ha
2011,Municipio,Alvorada do Sul,,Mista,Inaproveitáveis,,4100.0,R$/ha
2012,Municipio,Alvorada do Sul,,Mista,Inaproveitáveis,,4100.0,R$/ha
2013,Municipio,Alvorada do Sul,,Mista,Inaproveitáveis,,4400.0,R$/ha
2014,Municipio,Alvorada do Sul,,Mista,Inaproveitáveis,,7440.0,R$/ha
2015,Municipio,Alvorada do Sul,,Mista,Inaproveitáveis,,7024.0,R$/ha
2007,Municipio,Amaporã,,Arenosa,Mecanizada,,3491.0,R$/ha
2008,Municipio,Amaporã,,Arenosa,Mecanizada,,4400.0,R$/ha
2009,Municipio,Amaporã,,Arenosa,Mecanizada,,6611.0,R$/ha
2010,Municipio,Amaporã,,Arenosa,Mecanizada,,6908.0,R$/ha
2011,Municipio,Amaporã,,Arenosa,Mecanizada,,7300.0,R$/ha
2012,Municipio,Amaporã,,Arenosa,Mecanizada,,8100.0,R$/ha
2013,Municipio,Amaporã,,Arenosa,Mecanizada,,9200.0,R$/ha
2014,Municipio,Amaporã,,Arenosa,Mecanizada,,10000.0,R$/ha
2015,Municipio,Amaporã,,Arenosa,Mecanizada,,13910.0,R$/ha
2007,Municipio,Amaporã,,Arenosa,Mecanizável,,3078.0,R$/ha
2008,Municipio,Amaporã,,Arenosa,Mecanizável,,3350.0,R$/ha
2009,Municipio,Amaporã,,Arenosa,Mecanizável,,5817.0,R$/ha
2010,Municipio,Amaporã,,Arenosa,Mecanizável,,6078.0,R$/ha
2011,Municipio,Amaporã,,Arenosa,Mecanizável,,6442.0,R$/ha
2012,Municipio,Amaporã,,Arenosa,Mecanizável,,7015.0,R$/ha
2013,Municipio,Amaporã,,Arenosa,Mecanizável,,7962.0,R$/ha
2014,Municipio,Amaporã,,Arenosa,Mecanizável,,8638.0,R$/ha
2015,Municipio,Amaporã,,Arenosa,Mecanizável,,11820.0,R$/ha
2007,Municipio,Amaporã,,Arenosa,Não Mecanizável,,1743.0,R$/ha
2008,Municipio,Amaporã,,Arenosa,Não Mecanizável,,2280.0,R$/ha
2009,Municipio,Amaporã,,Arenosa,Não Mecanizável,,3606.0,R$/ha
2010,Municipio,Amaporã,,Arenosa,Não Mecanizável,,3768.0,R$/ha
2011,Municipio,Amaporã,,Arenosa,Não Mecanizável,,3994.0,R$/ha
2012,Municipio,Amaporã,,Arenosa,Não Mecanizável,,4350.0,R$/ha
2013,Municipio,Amaporã,,Arenosa,Não Mecanizável,,4937.0,R$/ha
2014,Municipio,Amaporã,,Arenosa,Não Mecanizável,,5356.0,R$/ha
2015,Municipio,Amaporã,,Arenosa,Não Mecanizável,,7700.0,R$/ha
2007,Municipio,Amaporã,,Arenosa,Inaproveitáveis,,1415.0,R$/ha
2008,Municipio,Amaporã,,Arenosa,Inaproveitáveis,,2215.0,R$/ha
2009,Municipio,Amaporã,,Arenosa,Inaproveitáveis,,2740.0,R$/ha
2010,Municipio,Amaporã,,Arenosa,Inaproveitáveis,,2863.0,R$/ha
2011,Municipio,Amaporã,,Arenosa,Inaproveitáveis,,3043.0,R$/ha
2012,Municipio,Amaporã,,Arenosa,Inaproveitáveis,,3313.0,R$/ha
2013,Municipio,Amaporã,,Arenosa,Inaproveitáveis,,3760.0,R$/ha
2014,Municipio,Amaporã,,Arenosa,Inaproveitáveis,,4090.0,R$/ha
2015,Municipio,Amaporã,,Arenosa,Inaproveitáveis,,4376.0,R$/ha
2007,Municipio,Ampére,,Mista,Mecanizada,,10900.0,R$/ha
2008,Municipio,Ampére,,Mista,Mecanizada,,14500.0,R$/ha
2009,Municipio,Ampére,,Mista,Mecanizada,,16000.0,R$/ha
2010,Municipio,Ampére,,Mista,Mecanizada,,16100.0,R$/ha
2011,Municipio,Ampére,,Mista,Mecanizada,,18000.0,R$/ha
2012,Municipio,Ampére,,Mista,Mecanizada,,20000.0,R$/ha
2013,Municipio,Ampére,,Mista,Mecanizada,,27000.0,R$/ha
2014,Municipio,Ampére,,Mista,Mecanizada,,36000.0,R$/ha
2015,Municipio,Ampére,,Mista,Mecanizada,,37500.0,R$/ha
2007,Municipio,Ampére,,Mista,Mecanizável,,21600.0,R$/ha
2008,Municipio,Ampére,,Mista,Mecanizável,,28800.0,R$/ha
2009,Municipio,Ampére,,Mista,Mecanizável,,30000.0,R$/ha
2010,Municipio,Ampére,,Mista,Mecanizável,,34000.0,R$/ha
2007,Municipio,Ampére,,Mista,Não Mecanizável,,4100.0,R$/ha
2008,Municipio,Ampére,,Mista,Não Mecanizável,,5200.0,R$/ha
2009,Municipio,Ampére,,Mista,Não Mecanizável,,5200.0,R$/ha
2010,Municipio,Ampére,,Mista,Não Mecanizável,,6300.0,R$/ha
2011,Municipio,Ampére,,Mista,Não Mecanizável,,6930.0,R$/ha
2012,Municipio,Ampére,,Mista,Não Mecanizável,,7500.0,R$/ha
2013,Municipio,Ampére,,Mista,Não Mecanizável,,10000.0,R$/ha
2014,Municipio,Ampére,,Mista,Não Mecanizável,,12400.0,R$/ha
2015,Municipio,Ampére,,Mista,Não Mecanizável,,13000.0,R$/ha
2007,Municipio,Ampére,,Mista,Inaproveitáveis,,950.0,R$/ha
2008,Municipio,Ampére,,Mista,Inaproveitáveis,,1040.0,R$/ha
2009,Municipio,Ampére,,Mista,Inaproveitáveis,,1040.0,R$/ha
2010,Municipio,Ampére,,Mista,Inaproveitáveis,,1050.0,R$/ha
2011,Municipio,Ampére,,Mista,Inaproveitáveis,,1100.0,R$/ha
2012,Municipio,Ampére,,Mista,Inaproveitáveis,,1300.0,R$/ha
2013,Municipio,Ampére,,Mista,Inaproveitáveis,,1620.0,R$/ha
2014,Municipio,Ampére,,Mista,Inaproveitáveis,,2000.0,R$/ha
2015,Municipio,Ampére,,Mista,Inaproveitáveis,,2000.0,R$/ha
2007,Municipio,Anahy,,Roxa,Mecanizada,,12396.0,R$/ha
2008,Municipio,Anahy,,Roxa,Mecanizada,,18284.0,R$/ha
2009,Municipio,Anahy,,Roxa,Mecanizada,,18284.0,R$/ha
2010,Municipio,Anahy,,Roxa,Mecanizada,,18100.0,R$/ha
2011,Municipio,Anahy,,Roxa,Mecanizada,,19500.0,R$/ha
2012,Municipio,Anahy,,Roxa,Mecanizada,,22314.0,R$/ha
2013,Municipio,Anahy,,Roxa,Mecanizada,,28925.0,R$/ha
2014,Municipio,Anahy,,Roxa,Mecanizada,,33500.0,R$/ha
2015,Municipio,Anahy,,Roxa,Mecanizada,,33500.0,R$/ha
2007,Municipio,Anahy,,Roxa,Mecanizável,,10330.0,R$/ha
2008,Municipio,Anahy,,Roxa,Mecanizável,,15238.0,R$/ha
2009,Municipio,Anahy,,Roxa,Mecanizável,,15250.0,R$/ha
2010,Municipio,Anahy,,Roxa,Mecanizável,,15100.0,R$/ha
2011,Municipio,Anahy,,Roxa,Mecanizável,,16000.0,R$/ha
2012,Municipio,Anahy,,Roxa,Mecanizável,,16735.0,R$/ha
2013,Municipio,Anahy,,Roxa,Mecanizável,,20661.0,R$/ha
2014,Municipio,Anahy,,Roxa,Mecanizável,,25826.0,R$/ha
2015,Municipio,Anahy,,Roxa,Mecanizável,,25826.0,R$/ha
2007,Municipio,Anahy,,Roxa,Não Mecanizável,,4500.0,R$/ha
2008,Municipio,Anahy,,Roxa,Não Mecanizável,,8884.0,R$/ha
2009,Municipio,Anahy,,Roxa,Não Mecanizável,,9000.0,R$/ha
2010,Municipio,Anahy,,Roxa,Não Mecanizável,,9300.0,R$/ha
2011,Municipio,Anahy,,Roxa,Não Mecanizável,,12000.0,R$/ha
2012,Municipio,Anahy,,Roxa,Não Mecanizável,,12400.0,R$/ha
2013,Municipio,Anahy,,Roxa,Não Mecanizável,,14462.0,R$/ha
2014,Municipio,Anahy,,Roxa,Não Mecanizável,,17000.0,R$/ha
2015,Municipio,Anahy,,Roxa,Não Mecanizável,,17000.0,R$/ha
2007,Municipio,Anahy,,Roxa,Inaproveitáveis,,2500.0,R$/ha
2008,Municipio,Anahy,,Roxa,Inaproveitáveis,,8528.0,R$/ha
2009,Municipio,Anahy,,Roxa,Inaproveitáveis,,8528.0,R$/ha
2010,Municipio,Anahy,,Roxa,Inaproveitáveis,,7677.0,R$/ha
2011,Municipio,Anahy,,Roxa,Inaproveitáveis,,10000.0,R$/ha
2012,Municipio,Anahy,,Roxa,Inaproveitáveis,,10330.0,R$/ha
2013,Municipio,Anahy,,Roxa,Inaproveitáveis,,10330.0,R$/ha
2014,Municipio,Anahy,,Roxa,Inaproveitáveis,,12117.0,R$/ha
2015,Municipio,Anahy,,Roxa,Inaproveitáveis,,5030.0,R$/ha
2007,Municipio,Andirá,,Roxa,Mecanizada,,11157.0,R$/ha
2008,Municipio,Andirá,,Roxa,Mecanizada,,12603.0,R$/ha
2009,Municipio,Andirá,,Roxa,Mecanizada,,12810.0,R$/ha
2010,Municipio,Andirá,,Roxa,Mecanizada,,13347.0,R$/ha
2011,Municipio,Andirá,,Roxa,Mecanizada,,14463.0,R$/ha
2012,Municipio,Andirá,,Roxa,Mecanizada,,15496.0,R$/ha
2013,Municipio,Andirá,,Roxa,Mecanizada,,17355.0,R$/ha
2014,Municipio,Andirá,,Roxa,Mecanizada,,19215.0,R$/ha
2015,Municipio,Andirá,,Roxa,Mecanizada,,26446.0,R$/ha
2007,Municipio,Andirá,,Roxa,Não Mecanizável,,6694.0,R$/ha
2008,Municipio,Andirá,,Roxa,Não Mecanizável,,6983.0,R$/ha
2009,Municipio,Andirá,,Roxa,Não Mecanizável,,7025.0,R$/ha
2010,Municipio,Andirá,,Roxa,Não Mecanizável,,7273.0,R$/ha
2011,Municipio,Andirá,,Roxa,Não Mecanizável,,7438.0,R$/ha
2012,Municipio,Andirá,,Roxa,Não Mecanizável,,7851.0,R$/ha
2013,Municipio,Andirá,,Roxa,Não Mecanizável,,8884.0,R$/ha
2014,Municipio,Andirá,,Roxa,Não Mecanizável,,9711.0,R$/ha
2015,Municipio,Andirá,,Roxa,Não Mecanizável,,12603.0,R$/ha
2007,Municipio,Andirá,,Roxa,Inaproveitáveis,,1116.0,R$/ha
2008,Municipio,Andirá,,Roxa,Inaproveitáveis,,1157.0,R$/ha
2009,Municipio,Andirá,,Roxa,Inaproveitáveis,,1160.0,R$/ha
2010,Municipio,Andirá,,Roxa,Inaproveitáveis,,1182.0,R$/ha
2011,Municipio,Andirá,,Roxa,Inaproveitáveis,,1240.0,R$/ha
2012,Municipio,Andirá,,Roxa,Inaproveitáveis,,1315.0,R$/ha
2013,Municipio,Andirá,,Roxa,Inaproveitáveis,,1508.0,R$/ha
2014,Municipio,Andirá,,Roxa,Inaproveitáveis,,1660.0,R$/ha
2015,Municipio,Andirá,,Roxa,Inaproveitáveis,,1890.0,R$/ha
2007,Municipio,Andirá,,Roxa,Mecanizada,,11000.0,R$/ha
2008,Municipio,Andirá,,Roxa,Mecanizada,,13750.0,R$/ha
2009,Municipio,Andirá,,Roxa,Mecanizada,,13750.0,R$/ha
2010,Municipio,Andirá,,Roxa,Mecanizada,,15100.0,R$/ha
2011,Municipio,Andirá,,Roxa,Mecanizada,,18500.0,R$/ha
2012,Municipio,Andirá,,Roxa,Mecanizada,,22000.0,R$/ha
2013,Municipio,Andirá,,Roxa,Mecanizada,,24500.0,R$/ha
2014,Municipio,Andirá,,Roxa,Mecanizada,,33000.0,R$/ha
2015,Municipio,Andirá,,Roxa,Mecanizada,,36300.0,R$/ha
2007,Municipio,Andirá,,Roxa,Não Mecanizável,,5500.0,R$/ha
2008,Municipio,Andirá,,Roxa,Não Mecanizável,,6875.0,R$/ha
2009,Municipio,Andirá,,Roxa,Não Mecanizável,,6875.0,R$/ha
2010,Municipio,Andirá,,Roxa,Não Mecanizável,,7550.0,R$/ha
2011,Municipio,Andirá,,Roxa,Não Mecanizável,,9250.0,R$/ha
2012,Municipio,Andirá,,Roxa,Não Mecanizável,,11000.0,R$/ha
2013,Municipio,Andirá,,Roxa,Não Mecanizável,,12250.0,R$/ha
2014,Municipio,Andirá,,Roxa,Não Mecanizável,,16500.0,R$/ha
2015,Municipio,Andirá,,Roxa,Não Mecanizável,,18150.0,R$/ha
2007,Municipio,Andirá,,Roxa,Inaproveitáveis,,1100.0,R$/ha
2008,Municipio,Andirá,,Roxa,Inaproveitáveis,,1375.0,R$/ha
2009,Municipio,Andirá,,Roxa,Inaproveitáveis,,1375.0,R$/ha
2010,Municipio,Andirá,,Roxa,Inaproveitáveis,,1510.0,R$/ha
2011,Municipio,Andirá,,Roxa,Inaproveitáveis,,1850.0,R$/ha
2012,Municipio,Andirá,,Roxa,Inaproveitáveis,,2200.0,R$/ha
2013,Municipio,Andirá,,Roxa,Inaproveitáveis,,2450.0,R$/ha
2014,Municipio,Andirá,,Roxa,Inaproveitáveis,,3300.0,R$/ha
2015,Municipio,Andirá,,Roxa,Inaproveitáveis,,6530.0,R$/ha
2007,Municipio,Andirá,,Mista,Mecanizada,,10000.0,R$/ha
2008,Municipio,Andirá,,Mista,Mecanizada,,12500.0,R$/ha
2009,Municipio,Andirá,,Mista,Mecanizada,,12500.0,R$/ha
2010,Municipio,Andirá,,Mista,Mecanizada,,13750.0,R$/ha
2011,Municipio,Andirá,,Mista,Mecanizada,,16700.0,R$/ha
2012,Municipio,Andirá,,Mista,Mecanizada,,20000.0,R$/ha
2013,Municipio,Andirá,,Mista,Mecanizada,,22000.0,R$/ha
2014,Municipio,Andirá,,Mista,Mecanizada,,29700.0,R$/ha
2015,Municipio,Andirá,,Mista,Mecanizada,,32700.0,R$/ha
2007,Municipio,Andirá,,Mista,Não Mecanizável,,5000.0,R$/ha
2008,Municipio,Andirá,,Mista,Não Mecanizável,,6250.0,R$/ha
2009,Municipio,Andirá,,Mista,Não Mecanizável,,6250.0,R$/ha
2010,Municipio,Andirá,,Mista,Não Mecanizável,,6875.0,R$/ha
2011,Municipio,Andirá,,Mista,Não Mecanizável,,8350.0,R$/ha
2012,Municipio,Andirá,,Mista,Não Mecanizável,,10000.0,R$/ha
2013,Municipio,Andirá,,Mista,Não Mecanizável,,11000.0,R$/ha
2014,Municipio,Andirá,,Mista,Não Mecanizável,,14850.0,R$/ha
2015,Municipio,Andirá,,Mista,Não Mecanizável,,16350.0,R$/ha
2007,Municipio,Andirá,,Mista,Inaproveitáveis,,1000.0,R$/ha
2008,Municipio,Andirá,,Mista,Inaproveitáveis,,1250.0,R$/ha
2009,Municipio,Andirá,,Mista,Inaproveitáveis,,1250.0,R$/ha
2010,Municipio,Andirá,,Mista,Inaproveitáveis,,1375.0,R$/ha
2011,Municipio,Andirá,,Mista,Inaproveitáveis,,1670.0,R$/ha
2012,Municipio,Andirá,,Mista,Inaproveitáveis,,2000.0,R$/ha
2013,Municipio,Andirá,,Mista,Inaproveitáveis,,2200.0,R$/ha
2014,Municipio,Andirá,,Mista,Inaproveitáveis,,2970.0,R$/ha
2015,Municipio,Andirá,,Mista,Inaproveitáveis,,5890.0,R$/ha
2007,Municipio,Andirá,,Arenosa,Mecanizada,,9000.0,R$/ha
2008,Municipio,Andirá,,Arenosa,Mecanizada,,11500.0,R$/ha
2009,Municipio,Andirá,,Arenosa,Mecanizada,,11500.0,R$/ha
2010,Municipio,Andirá,,Arenosa,Mecanizada,,12650.0,R$/ha
2011,Municipio,Andirá,,Arenosa,Mecanizada,,15000.0,R$/ha
2012,Municipio,Andirá,,Arenosa,Mecanizada,,18000.0,R$/ha
2013,Municipio,Andirá,,Arenosa,Mecanizada,,20000.0,R$/ha
2014,Municipio,Andirá,,Arenosa,Mecanizada,,26730.0,R$/ha
2015,Municipio,Andirá,,Arenosa,Mecanizada,,29400.0,R$/ha
2007,Municipio,Andirá,,Arenosa,Não Mecanizável,,4500.0,R$/ha
2008,Municipio,Andirá,,Arenosa,Não Mecanizável,,5750.0,R$/ha
2009,Municipio,Andirá,,Arenosa,Não Mecanizável,,5750.0,R$/ha
2010,Municipio,Andirá,,Arenosa,Não Mecanizável,,6325.0,R$/ha
2011,Municipio,Andirá,,Arenosa,Não Mecanizável,,7500.0,R$/ha
2012,Municipio,Andirá,,Arenosa,Não Mecanizável,,9000.0,R$/ha
2013,Municipio,Andirá,,Arenosa,Não Mecanizável,,10000.0,R$/ha
2014,Municipio,Andirá,,Arenosa,Não Mecanizável,,13365.0,R$/ha
2015,Municipio,Andirá,,Arenosa,Não Mecanizável,,14700.0,R$/ha
2007,Municipio,Andirá,,Arenosa,Inaproveitáveis,,900.0,R$/ha
2008,Municipio,Andirá,,Arenosa,Inaproveitáveis,,1150.0,R$/ha
2009,Municipio,Andirá,,Arenosa,Inaproveitáveis,,1150.0,R$/ha
2010,Municipio,Andirá,,Arenosa,Inaproveitáveis,,1265.0,R$/ha
2011,Municipio,Andirá,,Arenosa,Inaproveitáveis,,1500.0,R$/ha
2012,Municipio,Andirá,,Arenosa,Inaproveitáveis,,1800.0,R$/ha
2013,Municipio,Andirá,,Arenosa,Inaproveitáveis,,2000.0,R$/ha
2014,Municipio,Andirá,,Arenosa,Inaproveitáveis,,2673.0,R$/ha
2015,Municipio,Andirá,,Arenosa,Inaproveitáveis,,5290.0,R$/ha
2007,Municipio,Antonina,,Mista,Mecanizada,,11000.0,R$/ha
2008,Municipio,Antonina,,Mista,Mecanizada,,11500.0,R$/ha
2009,Municipio,Antonina,,Mista,Mecanizada,,13000.0,R$/ha
2010,Municipio,Antonina,,Mista,Mecanizada,,13500.0,R$/ha
2011,Municipio,Antonina,,Mista,Mecanizada,,15000.0,R$/ha
2012,Municipio,Antonina,,Mista,Mecanizada,,16500.0,R$/ha
2013,Municipio,Antonina,,Mista,Mecanizada,,17500.0,R$/ha
2014,Municipio,Antonina,,Mista,Mecanizada,,20000.0,R$/ha
2015,Municipio,Antonina,,Mista,Mecanizada,,21000.0,R$/ha
2007,Municipio,Antonina,,Mista,Mecanizável,,4000.0,R$/ha
2008,Municipio,Antonina,,Mista,Mecanizável,,4500.0,R$/ha
2009,Municipio,Antonina,,Mista,Mecanizável,,6000.0,R$/ha
2010,Municipio,Antonina,,Mista,Mecanizável,,7000.0,R$/ha
2011,Municipio,Antonina,,Mista,Mecanizável,,7500.0,R$/ha
2012,Municipio,Antonina,,Mista,Mecanizável,,8600.0,R$/ha
2013,Municipio,Antonina,,Mista,Mecanizável,,9000.0,R$/ha
2014,Municipio,Antonina,,Mista,Mecanizável,,10500.0,R$/ha
2015,Municipio,Antonina,,Mista,Mecanizável,,11000.0,R$/ha
2007,Municipio,Antonina,,Mista,Não Mecanizável,,2000.0,R$/ha
2008,Municipio,Antonina,,Mista,Não Mecanizável,,2200.0,R$/ha
2009,Municipio,Antonina,,Mista,Não Mecanizável,,3000.0,R$/ha
2010,Municipio,Antonina,,Mista,Não Mecanizável,,3500.0,R$/ha
2011,Municipio,Antonina,,Mista,Não Mecanizável,,4000.0,R$/ha
2012,Municipio,Antonina,,Mista,Não Mecanizável,,4000.0,R$/ha
2013,Municipio,Antonina,,Mista,Não Mecanizável,,4200.0,R$/ha
2014,Municipio,Antonina,,Mista,Não Mecanizável,,5000.0,R$/ha
2015,Municipio,Antonina,,Mista,Não Mecanizável,,5000.0,R$/ha
2007,Municipio,Antonina,,Mista,Inaproveitáveis,,900.0,R$/ha
2008,Municipio,Antonina,,Mista,Inaproveitáveis,,920.0,R$/ha
2009,Municipio,Antonina,,Mista,Inaproveitáveis,,1000.0,R$/ha
2010,Municipio,Antonina,,Mista,Inaproveitáveis,,950.0,R$/ha
2011,Municipio,Antonina,,Mista,Inaproveitáveis,,970.0,R$/ha
2012,Municipio,Antonina,,Mista,Inaproveitáveis,,1000.0,R$/ha
2013,Municipio,Antonina,,Mista,Inaproveitáveis,,1050.0,R$/ha
2014,Municipio,Antonina,,Mista,Inaproveitáveis,,1750.0,R$/ha
2015,Municipio,Antonina,,Mista,Inaproveitáveis,,1800.0,R$/ha
2007,Municipio,Antônio Olinto,,Mista,Mecanizada,,3800.0,R$/ha
2008,Municipio,Antônio Olinto,,Mista,Mecanizada,,6198.0,R$/ha
2009,Municipio,Antônio Olinto,,Mista,Mecanizada,,8000.0,R$/ha
2010,Municipio,Antônio Olinto,,Mista,Mecanizada,,8000.0,R$/ha
2011,Municipio,Antônio Olinto,,Mista,Mecanizada,,10000.0,R$/ha
2012,Municipio,Antônio Olinto,,Mista,Mecanizada,,12000.0,R$/ha
2013,Municipio,Antônio Olinto,,Mista,Mecanizada,,12000.0,R$/ha
2014,Municipio,Antônio Olinto,,Mista,Mecanizada,,18000.0,R$/ha
2015,Municipio,Antônio Olinto,,Mista,Mecanizada,,18000.0,R$/ha
2007,Municipio,Antônio Olinto,,Mista,Mecanizável,,2000.0,R$/ha
2008,Municipio,Antônio Olinto,,Mista,Mecanizável,,4000.0,R$/ha
2009,Municipio,Antônio Olinto,,Mista,Mecanizável,,5000.0,R$/ha
2010,Municipio,Antônio Olinto,,Mista,Mecanizável,,5000.0,R$/ha
2011,Municipio,Antônio Olinto,,Mista,Mecanizável,,6000.0,R$/ha
2012,Municipio,Antônio Olinto,,Mista,Mecanizável,,6000.0,R$/ha
2013,Municipio,Antônio Olinto,,Mista,Mecanizável,,6000.0,R$/ha
2014,Municipio,Antônio Olinto,,Mista,Mecanizável,,10000.0,R$/ha
2015,Municipio,Antônio Olinto,,Mista,Mecanizável,,10000.0,R$/ha
2007,Municipio,Antônio Olinto,,Mista,Não Mecanizável,,1200.0,R$/ha
2008,Municipio,Antônio Olinto,,Mista,Não Mecanizável,,2000.0,R$/ha
2009,Municipio,Antônio Olinto,,Mista,Não Mecanizável,,2200.0,R$/ha
2010,Municipio,Antônio Olinto,,Mista,Não Mecanizável,,2200.0,R$/ha
2011,Municipio,Antônio Olinto,,Mista,Não Mecanizável,,2480.0,R$/ha
2012,Municipio,Antônio Olinto,,Mista,Não Mecanizável,,2600.0,R$/ha
2013,Municipio,Antônio Olinto,,Mista,Não Mecanizável,,2600.0,R$/ha
2014,Municipio,Antônio Olinto,,Mista,Não Mecanizável,,5000.0,R$/ha
2015,Municipio,Antônio Olinto,,Mista,Não Mecanizável,,5000.0,R$/ha
2007,Municipio,Antônio Olinto,,Mista,Inaproveitáveis,,200.0,R$/ha
2008,Municipio,Antônio Olinto,,Mista,Inaproveitáveis,,200.0,R$/ha
2009,Municipio,Antônio Olinto,,Mista,Inaproveitáveis,,300.0,R$/ha
2010,Municipio,Antônio Olinto,,Mista,Inaproveitáveis,,300.0,R$/ha
2011,Municipio,Antônio Olinto,,Mista,Inaproveitáveis,,300.0,R$/ha
2012,Municipio,Antônio Olinto,,Mista,Inaproveitáveis,,500.0,R$/ha
2013,Municipio,Antônio Olinto,,Mista,Inaproveitáveis,,1201.0,R$/ha
2014,Municipio,Antônio Olinto,,Mista,Inaproveitáveis,,1500.0,R$/ha
2015,Municipio,Antônio Olinto,,Mista,Inaproveitáveis,,1500.0,R$/ha
2007,Municipio,Apucarana,,Roxa,Mecanizada,,11450.0,R$/ha
2008,Municipio,Apucarana,,Roxa,Mecanizada,,13700.0,R$/ha
2009,Municipio,Apucarana,,Roxa,Mecanizada,,13700.0,R$/ha
2010,Municipio,Apucarana,,Roxa,Mecanizada,,15500.0,R$/ha
2011,Municipio,Apucarana,,Roxa,Mecanizada,,16900.0,R$/ha
2012,Municipio,Apucarana,,Roxa,Mecanizada,,21700.0,R$/ha
2013,Municipio,Apucarana,,Roxa,Mecanizada,,23440.0,R$/ha
2014,Municipio,Apucarana,,Roxa,Mecanizada,,24800.0,R$/ha
2015,Municipio,Apucarana,,Roxa,Mecanizada,,30600.0,R$/ha
2007,Municipio,Apucarana,,Roxa,Não Mecanizável,,5490.0,R$/ha
2008,Municipio,Apucarana,,Roxa,Não Mecanizável,,6800.0,R$/ha
2009,Municipio,Apucarana,,Roxa,Não Mecanizável,,7000.0,R$/ha
2010,Municipio,Apucarana,,Roxa,Não Mecanizável,,8000.0,R$/ha
2011,Municipio,Apucarana,,Roxa,Não Mecanizável,,8900.0,R$/ha
2012,Municipio,Apucarana,,Roxa,Não Mecanizável,,10500.0,R$/ha
2013,Municipio,Apucarana,,Roxa,Não Mecanizável,,11340.0,R$/ha
2014,Municipio,Apucarana,,Roxa,Não Mecanizável,,11990.0,R$/ha
2015,Municipio,Apucarana,,Roxa,Não Mecanizável,,13600.0,R$/ha
2007,Municipio,Apucarana,,Roxa,Inaproveitáveis,,1500.0,R$/ha
2008,Municipio,Apucarana,,Roxa,Inaproveitáveis,,1500.0,R$/ha
